Timestamp for sample frequency every 15 min,Temperature_Fahrenheit,Relative_Humidity
2018-07-29 20:15:00,82.0147,51.4646
2018-07-29 20:30:00,81.4742,53.0820
2018-07-29 20:45:00,80.7792,55.2183
2018-07-29 21:00:00,79.9491,57.2019
2018-07-29 21:15:00,79.3120,58.8193
2018-07-29 21:30:00,78.9066,59.4297
2018-07-29 21:45:00,78.4819,60.7419
2018-07-29 22:00:00,78.1537,62.0542
2018-07-29 22:15:00,77.6711,63.3054
2018-07-29 22:30:00,77.1884,64.7397
2018-07-29 22:45:00,76.8602,65.2585
2018-07-29 23:00:00,76.5514,66.1741
2018-07-29 23:15:00,76.1652,67.7305
2018-07-29 23:30:00,75.8178,69.1038
2018-07-29 23:45:00,75.3351,70.4465
2018-07-30 00:00:00,74.8525,71.9419
2018-07-30 00:15:00,74.4471,72.8574
2018-07-30 00:30:00,73.9838,74.0171
2018-07-30 00:45:00,73.5397,75.0547
2018-07-30 01:00:00,73.2309,75.7871
2018-07-30 01:15:00,72.9413,76.2144
2018-07-30 01:30:00,72.6517,77.1604
2018-07-30 01:45:00,72.2849,77.9539
2018-07-30 02:00:00,72.0532,78.8389
2018-07-30 02:15:00,71.8409,79.8459
2018-07-30 02:30:00,71.6285,80.9751
2018-07-30 02:45:00,71.3969,81.6770
2018-07-30 03:00:00,71.1459,82.0737
2018-07-30 03:15:00,70.7791,83.2334
2018-07-30 03:30:00,70.4123,84.1794
2018-07-30 03:45:00,70.2772,84.6067
2018-07-30 04:00:00,70.1034,85.0339
2018-07-30 04:15:00,70.0069,85.4307
2018-07-30 04:30:00,69.8525,85.5833
2018-07-30 04:45:00,69.6208,85.8579
2018-07-30 05:00:00,69.4664,86.2852
2018-07-30 05:15:00,69.4084,86.5598
2018-07-30 05:30:00,69.4471,86.5293
2018-07-30 05:45:00,69.3891,86.7429
2018-07-30 06:00:00,69.2926,86.8955
2018-07-30 06:15:00,69.2733,87.2617
2018-07-30 06:30:00,69.3891,87.4143
2018-07-30 06:45:00,69.5822,87.1396
2018-07-30 07:00:00,69.8138,86.7429
2018-07-30 07:15:00,69.8332,86.9260
2018-07-30 07:30:00,70.0069,86.5598
2018-07-30 07:45:00,70.2386,86.0410
2018-07-30 08:00:00,70.6826,86.0715
2018-07-30 08:15:00,71.3776,84.5762
2018-07-30 08:30:00,71.8602,84.3931
2018-07-30 08:45:00,72.4780,83.8132
2018-07-30 09:00:00,73.2888,83.0503
2018-07-30 09:15:00,73.8100,82.7756
2018-07-30 09:30:00,74.3120,82.1958
2018-07-30 09:45:00,74.9104,82.5620
2018-07-30 10:00:00,75.7212,82.2568
2018-07-30 10:15:00,76.7444,81.6770
2018-07-30 10:30:00,77.3429,80.9751
2018-07-30 10:45:00,77.9992,80.2427
2018-07-30 11:00:00,78.1923,79.2661
2018-07-30 11:15:00,78.8680,78.8083
2018-07-30 11:30:00,79.1189,75.9397
2018-07-30 11:45:00,78.9259,75.4819
2018-07-30 12:00:00,78.7521,72.3081
2018-07-30 12:15:00,79.0417,71.7893
2018-07-30 12:30:00,79.4664,70.2024
2018-07-30 12:45:00,79.9684,67.3948
2018-07-30 13:00:00,79.0610,66.8455
2018-07-30 13:15:00,78.9259,65.6248
2018-07-30 13:30:00,78.5205,66.9065
2018-07-30 13:45:00,78.5977,66.7539
2018-07-30 14:00:00,77.8255,67.7000
2018-07-30 14:15:00,77.4973,68.7375
2018-07-30 14:30:00,79.1576,68.1577
2018-07-30 14:45:00,79.8912,66.7539
2018-07-30 15:00:00,79.0417,67.3032
2018-07-30 15:15:00,78.9259,68.0356
2018-07-30 15:30:00,78.2695,67.6389
2018-07-30 15:45:00,76.7251,70.4771
2018-07-30 16:00:00,76.1652,71.4536
2018-07-30 16:15:00,75.3737,74.1392
2018-07-30 16:30:00,74.4278,76.7942
2018-07-30 16:45:00,72.5552,83.2029
2018-07-30 17:00:00,70.9915,85.0339
2018-07-30 17:15:00,70.7405,86.3767
2018-07-30 17:30:00,70.9335,88.3298
2018-07-30 17:45:00,70.8756,88.6350
2018-07-30 18:00:00,70.7405,90.4355
2018-07-30 18:15:00,70.7791,90.4050
2018-07-30 18:30:00,70.9915,89.6421
2018-07-30 18:45:00,72.3428,87.9636
2018-07-30 19:00:00,72.1305,88.1162
2018-07-30 19:15:00,71.6671,87.8110
2018-07-30 19:30:00,71.4162,88.2078
2018-07-30 19:45:00,71.3969,88.3298
2018-07-30 20:00:00,71.3776,88.2993
2018-07-30 20:15:00,71.2038,89.0623
2018-07-30 20:30:00,71.2038,89.0317
2018-07-30 20:45:00,71.1845,89.2454
2018-07-30 21:00:00,71.2231,89.3979
2018-07-30 21:15:00,71.2424,89.5505
2018-07-30 21:30:00,71.2810,89.5811
2018-07-30 21:45:00,71.2617,89.7031
2018-07-30 22:00:00,71.2617,89.8862
2018-07-30 22:15:00,71.2231,89.8862
2018-07-30 22:30:00,71.1073,90.0083
2018-07-30 22:45:00,70.9529,90.0693
2018-07-30 23:00:00,70.9335,90.5881
2018-07-30 23:15:00,70.9142,90.8018
2018-07-30 23:30:00,70.8756,90.8628
2018-07-30 23:45:00,70.8949,90.9238
2018-07-31 00:00:00,70.9142,91.0764
2018-07-31 00:15:00,70.8949,91.2595
2018-07-31 00:30:00,70.8949,91.2900
2018-07-31 00:45:00,70.7984,91.3206
2018-07-31 01:00:00,70.6440,91.6257
2018-07-31 01:15:00,70.5474,91.9004
2018-07-31 01:30:00,70.4316,92.1750
2018-07-31 01:45:00,70.3737,92.3582
2018-07-31 02:00:00,70.2772,92.6328
2018-07-31 02:15:00,70.2000,93.0601
2018-07-31 02:30:00,70.2193,93.3652
2018-07-31 02:45:00,70.1613,93.5483
2018-07-31 03:00:00,70.1227,93.7620
2018-07-31 03:15:00,70.1806,93.8840
2018-07-31 03:30:00,70.1806,94.0671
2018-07-31 03:45:00,69.9490,93.8230
2018-07-31 04:00:00,69.7366,94.0671
2018-07-31 04:15:00,69.6401,94.3418
2018-07-31 04:30:00,69.6401,94.4028
2018-07-31 04:45:00,69.6401,94.4944
2018-07-31 05:00:00,69.6980,94.6775
2018-07-31 05:15:00,69.6015,94.7080
2018-07-31 05:30:00,69.5822,94.7080
2018-07-31 05:45:00,69.6401,94.7080
2018-07-31 06:00:00,69.6980,94.7690
2018-07-31 06:15:00,69.6594,94.7690
2018-07-31 06:30:00,69.7173,94.7385
2018-07-31 06:45:00,69.8332,94.7690
2018-07-31 07:00:00,70.0069,94.6775
2018-07-31 07:15:00,70.0455,94.7080
2018-07-31 07:30:00,70.3737,94.7080
2018-07-31 07:45:00,70.6054,94.4639
2018-07-31 08:00:00,70.9529,93.9756
2018-07-31 08:15:00,71.0108,93.5789
2018-07-31 08:30:00,71.1652,93.5789
2018-07-31 08:45:00,71.4355,93.5178
2018-07-31 09:00:00,71.9760,93.4568
2018-07-31 09:15:00,72.3428,92.7244
2018-07-31 09:30:00,72.8255,92.0835
2018-07-31 09:45:00,73.8100,90.2524
2018-07-31 10:00:00,74.1575,89.3979
2018-07-31 10:15:00,74.9297,88.3909
2018-07-31 10:30:00,75.5475,87.4448
2018-07-31 10:45:00,75.8950,86.2241
2018-07-31 11:00:00,75.3351,86.8040
2018-07-31 11:15:00,74.9490,87.2007
2018-07-31 11:30:00,75.0455,87.4143
2018-07-31 11:45:00,75.5668,86.4377
2018-07-31 12:00:00,75.4510,86.1326
2018-07-31 12:15:00,76.1652,85.5833
2018-07-31 12:30:00,77.7676,84.4541
2018-07-31 12:45:00,79.4278,81.3108
2018-07-31 13:00:00,79.6209,79.9070
2018-07-31 13:15:00,79.4664,79.8154
2018-07-31 13:30:00,80.3352,78.8999
2018-07-31 13:45:00,80.2773,77.4656
2018-07-31 14:00:00,82.2850,76.4280
2018-07-31 14:15:00,82.7676,74.4138
2018-07-31 14:30:00,81.9568,73.5593
2018-07-31 14:45:00,82.1692,75.4514
2018-07-31 15:00:00,82.5360,73.8035
2018-07-31 15:15:00,83.0379,73.1931
2018-07-31 15:30:00,83.9838,72.3081
2018-07-31 15:45:00,85.5283,70.1414
2018-07-31 16:00:00,84.7367,69.8667
2018-07-31 16:15:00,84.0804,71.3926
2018-07-31 16:30:00,83.9452,71.4536
2018-07-31 16:45:00,84.2541,71.7893
2018-07-31 17:00:00,84.4858,70.4160
2018-07-31 17:15:00,84.1962,70.9958
2018-07-31 17:30:00,84.1576,71.6367
2018-07-31 17:45:00,83.9452,71.1790
2018-07-31 18:00:00,83.6750,71.3621
2018-07-31 18:15:00,83.0572,72.7964
2018-07-31 18:30:00,83.0186,73.1321
2018-07-31 18:45:00,83.7136,71.9724
2018-07-31 19:00:00,83.5012,71.9419
2018-07-31 19:15:00,83.0958,71.8503
2018-07-31 19:30:00,82.6904,72.6133
2018-07-31 19:45:00,81.9954,73.4983
2018-07-31 20:00:00,81.3197,74.9021
2018-07-31 20:15:00,80.8757,75.9397
2018-07-31 20:30:00,80.4703,76.4585
2018-07-31 20:45:00,79.9877,77.3740
2018-07-31 21:00:00,79.7367,78.1675
2018-07-31 21:15:00,79.3699,80.3342
2018-07-31 21:30:00,78.8680,82.2263
2018-07-31 21:45:00,78.2116,83.6301
2018-07-31 22:00:00,77.6904,84.9729
2018-07-31 22:15:00,77.2463,86.4988
2018-07-31 22:30:00,76.7637,87.3228
2018-07-31 22:45:00,76.3197,88.1467
2018-07-31 23:00:00,75.8564,89.0012
2018-07-31 23:15:00,75.4510,89.7336
2018-07-31 23:30:00,75.0842,89.9473
2018-07-31 23:45:00,74.7753,90.4050
2018-08-01 00:00:00,74.5629,90.9849
2018-08-01 00:15:00,74.3313,91.5647
2018-08-01 00:30:00,74.1575,91.9614
2018-08-01 00:45:00,74.1189,92.3887
2018-08-01 01:00:00,74.1189,92.6328
2018-08-01 01:15:00,74.1189,92.8770
2018-08-01 01:30:00,74.1575,93.0906
2018-08-01 01:45:00,74.1961,93.2432
2018-08-01 02:00:00,74.2347,93.4568
2018-08-01 02:15:00,74.1382,93.6094
2018-08-01 02:30:00,73.9258,93.5789
2018-08-01 02:45:00,73.8100,93.7620
2018-08-01 03:00:00,73.4818,93.4568
2018-08-01 03:15:00,73.1729,93.3652
2018-08-01 03:30:00,72.8061,93.1821
2018-08-01 03:45:00,72.5552,93.2737
2018-08-01 04:00:00,72.4394,93.5483
2018-08-01 04:15:00,72.3621,93.7925
2018-08-01 04:30:00,72.3428,94.0671
2018-08-01 04:45:00,72.2849,94.1282
2018-08-01 05:00:00,72.2270,94.1892
2018-08-01 05:15:00,72.2270,94.4639
2018-08-01 05:30:00,72.2077,94.5859
2018-08-01 05:45:00,72.2463,94.7996
2018-08-01 06:00:00,72.2849,94.9521
2018-08-01 06:15:00,72.2849,95.0437
2018-08-01 06:30:00,72.3428,95.1047
2018-08-01 06:45:00,72.6710,95.1658
2018-08-01 07:00:00,73.2502,95.1047
